cluster_id,label,size,coherence,coherence_pct,quality,avg_freq,freq_cv,data_issues,interpretability
1,Specialty Spreads & Meats,19,0.0,0.0,POOR,2210,4.210413048620491,0,0.09547137216189536
39,Cocktails & Fruit Beverages,0,0.0,0.0,POOR,109,0.0,0,0.5119565217391304
15,Italian Cuisine (Pasta & Pizza),25,0.0,0.0,POOR,454,2.4356956267128096,0,0.46454882650124707
32,Novelty Beverages & Wine,0,0.0,0.0,POOR,0,0.0,0,0.365
